,0,1
876,1325,494
877,1325,498
878,1325,502
879,1325,506
880,1325,510
881,1325,514
882,1325,518
883,1325,522
884,1325,526
885,1325,530
886,1325,534
887,1325,538
888,1325,542
889,1325,546
890,1325,550
891,1325,554
892,1325,558
893,1325,562
894,1325,566
895,1325,570
896,1325,574
897,1325,578
898,1325,582
899,1325,586
900,1325,590
901,1325,594
902,1325,598
903,1325,602
904,1325,606
905,1325,610
906,1325,614
907,1325,618
908,1325,622
909,1325,626
910,1325,630
911,1325,634
912,1325,638
913,1325,642
914,1325,646
915,1325,650
916,1325,654
917,1325,658
918,1325,662
919,1325,666
920,1325,670
921,1325,674
922,1325,678
923,1325,682
924,1325,686
925,1325,690
926,1325,694
927,1325,698
928,1325,702
929,1325,706
930,1325,710
931,1325,714
932,1325,718
933,1325,722
934,1325,726
935,1325,730
936,1325,734
937,1325,738
938,1325,742
939,1325,746
940,1325,750
941,1325,754
942,1325,758
943,1325,762
944,1325,766
945,1325,770
946,1325,774
947,1325,778
948,1325,782
949,1325,786
950,1325,790
951,1325,794
952,1325,798
953,1325,802
954,1325,806
955,1325,810
956,1325,814
957,1325,818
958,1325,822
959,1325,826
960,1325,830
961,1325,834
962,1325,838
963,1325,842
964,1325,846
965,1325,850
966,1325,854
967,1325,858
968,1325,862
969,1325,866
970,1325,870
971,1325,874
972,1325,878
973,1325,882
974,1325,886
975,1325,890
976,1325,894
977,1325,898
978,1325,902
979,1325,906
980,1325,910
981,1325,914
982,1325,918
983,1325,922
984,1325,926
985,1325,930
986,1325,934
987,1325,938
988,1325,942
989,1325,946
990,1325,950
991,1325,954
992,1325,958
993,1325,962
994,1325,966
995,1325,970
996,1325,974
997,1325,978
998,1325,982
999,1325,986
1000,1325,990
1001,1325,994
1002,1325,998
1003,1325,1002
1004,1325,1006
1005,1325,1010
1006,1325,1014
1007,1325,1015
1008,1322,1012
1009,1319,1009
1010,1316,1006
1011,1313,1003
1012,1310,1000
1013,1307,997
1014,1304,994
1015,1301,991
1016,1298,988
1017,1295,985
1018,1292,982
1019,1289,979
1020,1286,976
1021,1283,973
1022,1280,970
1023,1277,967
1024,1274,964
1025,1271,961
1026,1268,958
1027,1265,955
1028,1262,952
1029,1259,949
1030,1256,946
1031,1253,943
1032,1250,940
1033,1247,937
1034,1244,934
1035,1241,931
1036,1238,928
1037,1235,925
1038,1232,922
1039,1229,919
1040,1226,916
1041,1223,913
1042,1220,910
1043,1217,907
1044,1214,904
1045,1211,901
1046,1208,898
1047,1205,895
1048,1202,892
1049,1199,889
1050,1196,886
1051,1193,883
1052,1190,880
1053,1187,877
1054,1184,874
1055,1181,871
1056,1178,868
1057,1175,865
1058,1172,862
1059,1169,859
1060,1166,856
1061,1163,853
1062,1160,850
1063,1157,847
1064,1154,844
1065,1151,841
1066,1148,838
1067,1145,835
1068,1142,832
1069,1139,829
1070,1136,826
1071,1133,823
1072,1130,820
1073,1127,817
1074,1124,814
1075,1121,811
1076,1118,808
1077,1115,805
1078,1112,802
1079,1109,799
1080,1106,796
1081,1103,793
1082,1100,790
1083,1097,787
1084,1094,784
1085,1091,781
1086,1088,778
1087,1085,775
1088,1082,772
1089,1079,769
1090,1076,766
1091,1073,763
1092,1070,760
1093,1067,757
1094,1064,754
1095,1061,751
1096,1058,748
1097,1055,745
1098,1052,742
1099,1049,739
1100,1046,736
1101,1043,733
1102,1040,730
1103,1037,727
1104,1034,724
1105,1031,721
1106,1028,718
1107,1025,715
1108,1022,712
1109,1019,709
1110,1016,706
1111,1013,703
1112,1010,700
1113,1007,697
1114,1004,694
1115,1001,691
1116,998,688
1117,995,685
1118,992,682
1119,989,679
1120,986,676
1121,983,673
1122,980,670
1123,977,667
1124,974,664
1125,971,661
1126,968,658
1127,965,655
1128,962,652
1129,959,649
1130,956,646
1131,953,643
1132,950,640
1133,947,637
1134,944,634
1135,941,631
1136,938,628
1137,935,625
1138,932,622
1139,929,619
1140,926,616
1141,923,613
1142,920,610
1143,917,607
1144,914,604
1145,911,601
1146,908,598
1147,905,595
1148,902,592
1149,899,589
1150,896,586
1151,893,583
1152,890,580
1153,887,577
1154,884,574
1155,881,571
1156,878,568
1157,875,565
1158,872,562
1159,869,559
1160,866,556
1161,863,553
1162,860,550
1163,857,547
1164,854,544
1165,851,541
1166,848,538
1167,845,535
1168,842,532
1169,839,529
1170,836,526
1171,833,523
1172,830,520
1173,827,517
1174,824,514
1175,821,511
1176,818,508
1177,815,505
1178,812,502
1179,809,499
1180,806,496
1181,803,493
1182,800,490
1183,797,487
1184,794,484
1185,791,481
1186,788,478
1187,785,475
1188,782,472
1189,779,469
1190,776,466
1191,773,463
1192,770,460
1193,767,457
1194,764,454
1195,761,451
1196,758,448
1197,755,445
1198,752,442
1199,749,439
1200,746,436
1201,743,433
1202,740,430
1203,737,427
1204,734,424
1205,731,421
1206,728,418
1207,725,415
1208,722,412
1209,719,409
1210,716,406
1211,713,403
1212,710,400
1213,707,397
1214,704,394
1215,701,391
1216,698,388
1217,695,385
1218,692,382
1219,689,379
1220,686,376
1221,683,373
1222,680,370
1223,677,367
1224,674,364
1225,671,361
1226,668,358
1227,665,355
1228,662,352
1229,659,349
1230,656,346
1231,653,343
1232,650,340
1233,647,337
1234,644,334
1235,641,331
1236,638,328
1237,635,325
1238,632,322
1239,629,319
1240,626,316
1241,623,313
1242,620,310
1243,617,307
1244,614,304
1245,611,301
1246,608,298
1247,605,295
1248,602,292
1249,599,289
1250,596,286
1251,593,283
1252,590,280
1253,587,277
1254,584,274
1255,581,271
1256,578,268
1257,575,265
1258,572,262
1259,569,259
1260,566,256
1261,563,253
1262,560,250
1263,557,247
1264,554,244
1265,551,241
1266,548,238
1267,545,235
1268,542,232
1269,539,229
1270,536,226
1271,533,223
1272,530,220
1273,527,217
1274,524,214
1275,521,211
1276,518,208
1277,515,205
1278,512,202
1279,509,199
1280,506,196
1281,503,193
1282,500,190
1283,497,187
1284,494,184
1285,491,181
1286,488,178
1287,485,175
1288,482,172
1289,479,169
1290,476,166
1291,473,163
1292,470,160
1293,467,157
1294,464,154
1295,461,151
1296,458,148
1297,455,145
1298,452,142
1299,449,139
1300,446,136
1301,443,133
1302,440,130
1303,437,127
1304,434,124
1305,431,121
1306,428,118
1307,425,115
1308,422,112
1309,419,109
1310,416,106
1311,413,103
1312,410,100
1313,407,97
1314,404,94
1315,401,91
1316,398,88
1317,395,85
1318,392,82
1319,389,79
1320,386,76
1321,383,73
1322,380,70
1323,377,67
1324,374,64
1325,371,61
1326,368,58
1327,365,55
1328,362,52
1329,359,49
1330,356,46
1331,353,43
1332,350,40
1333,347,37
1334,344,34
1335,341,31
1336,338,28
1337,335,25
1338,332,22
1339,329,19
1340,326,16
1341,323,13
1342,320,10
1343,317,10
1344,314,13
1345,311,16
1346,308,19
1347,305,22
1348,302,25
1349,299,28
1350,296,31
1351,293,34
1352,290,37
1353,287,40
1354,284,43
1355,281,46
1356,278,49
1357,275,52
1358,272,55
1359,269,58
1360,266,61
1361,263,64
1362,260,67
1363,257,70
1364,254,73
1365,251,76
1366,248,79
1367,245,82
1368,242,85
1369,239,88
1370,236,91
1371,233,94
1372,230,97
1373,227,100
1374,224,103
1375,221,106
1376,218,109
1377,215,112
1378,212,115
1379,209,118
1380,206,121
1381,203,124
1382,200,127
1383,197,130
1384,194,133
1385,191,136
1386,188,139
1387,185,142
1388,182,145
1389,179,148
1390,176,151
1391,173,154
1392,170,157
1393,167,160
1394,164,163
1395,161,166
1396,158,169
1397,155,172
1398,152,175
1399,149,178
1400,146,181
1401,143,184
1402,140,187
1403,137,190
1404,134,193
1405,131,196
1406,128,199
1407,125,202
1408,122,205
1409,119,208
1410,116,211
1411,113,214
1412,110,217
1413,107,220
1414,104,223
1415,101,226
1416,98,229
1417,95,232
1418,92,235
1419,89,238
1420,86,241
1421,83,244
1422,80,247
1423,77,250
1424,74,253
1425,71,256
1426,68,259
1427,65,262
1428,62,265
1429,59,268
1430,56,271
1431,53,274
1432,50,277
1433,47,280
1434,44,283
1435,41,286
1436,38,289
1437,35,292
1438,32,295
1439,29,298
1440,26,301
1441,23,304
1442,20,307
1443,17,310
1444,14,313
1445,11,316
1446,10,319
1447,13,322
1448,16,325
1449,19,328
1450,22,331
1451,25,334
1452,28,337
1453,31,340
1454,34,343
1455,37,346
1456,40,349
1457,43,352
1458,46,355
1459,49,358
1460,52,361
1461,55,364
1462,58,367
1463,61,370
1464,64,373
1465,67,376
1466,70,379
1467,73,382
1468,76,385
1469,79,388
1470,82,391
1471,85,394
1472,88,397
1473,91,400
1474,94,403
1475,97,406
1476,100,409
1477,103,412
1478,106,415
1479,109,418
1480,112,421
1481,115,424
1482,118,427
1483,121,430
1484,124,433
1485,127,436
1486,130,439
1487,133,442
1488,136,445
1489,139,448
1490,142,451
1491,145,454
1492,148,457
1493,151,460
1494,154,463
1495,157,466
1496,160,469
1497,163,472
1498,166,475
1499,169,478
1500,172,481
1501,175,484
1502,178,487
1503,181,490
1504,184,493
1505,187,496
1506,190,499
1507,193,502
1508,196,505
1509,199,508
1510,202,511
1511,205,514
1512,208,517
1513,211,520
1514,214,523
1515,217,526
1516,220,529
1517,223,532
1518,226,535
1519,229,538
1520,232,541
1521,235,544
1522,238,547
1523,241,550
1524,244,553
1525,247,556
1526,250,559
1527,253,562
1528,256,565
1529,259,568
1530,262,571
1531,265,574
1532,268,577
1533,271,580
1534,274,583
1535,277,586
1536,280,589
1537,283,592
1538,286,595
1539,289,598
1540,292,601
1541,295,604
1542,298,607
1543,301,610
1544,304,613
1545,307,616
1546,310,619
1547,313,622
1548,316,625
1549,319,628
1550,322,631
1551,325,634
1552,328,637
1553,331,640
1554,334,643
1555,337,646
1556,340,649
1557,343,652
1558,346,655
1559,349,658
1560,352,661
1561,355,664
1562,358,667
1563,361,670
1564,364,673
1565,367,676
1566,370,679
1567,373,682
1568,376,685
1569,379,688
1570,382,691
1571,385,694
1572,388,697
1573,391,700
1574,394,703
1575,397,706
1576,400,709
1577,403,712
1578,406,715
1579,409,718
1580,412,721
1581,415,724
1582,418,727
1583,421,730
1584,424,733
1585,427,736
1586,430,739
1587,433,742
1588,436,745
1589,439,748
1590,442,751
1591,445,754
1592,448,757
1593,451,760
1594,454,763
1595,457,766
1596,460,769
1597,463,772
1598,466,775
1599,469,778
1600,472,781
1601,475,784
1602,478,787
1603,481,790
1604,484,793
1605,487,796
1606,490,799
1607,493,802
1608,496,805
1609,499,808
1610,502,811
1611,505,814
1612,508,817
1613,511,820
1614,514,823
1615,517,826
1616,520,829
1617,523,832
1618,526,835
1619,529,838
1620,532,841
1621,535,844
1622,538,847
1623,541,850
1624,544,853
1625,547,856
1626,550,859
1627,553,862
1628,556,865
1629,559,868
1630,562,871
1631,565,874
1632,568,877
1633,571,880
1634,574,883
1635,577,886
1636,580,889
1637,583,892
1638,586,895
1639,589,898
1640,592,901
1641,595,904
1642,598,907
1643,601,910
1644,604,913
1645,607,916
1646,610,919
1647,613,922
1648,616,925
1649,619,928
1650,622,931
1651,625,934
1652,628,937
1653,631,940
1654,634,943
1655,637,946
1656,640,949
1657,643,952
1658,646,955
1659,649,958
1660,652,961
1661,655,964
1662,658,967
1663,661,970
1664,664,973
1665,667,976
1666,670,979
1667,673,982
1668,676,985
1669,679,988
1670,682,991
1671,685,994
1672,688,997
1673,691,1000
1674,694,1003
1675,697,1006
1676,700,1009
1677,703,1012
1678,706,1015
1679,709,1015
1680,709,1011
1681,709,1007
1682,709,1003
1683,709,999
1684,709,995
1685,709,991
1686,709,987
1687,709,983
1688,709,979
1689,709,975
1690,709,971
1691,709,967
1692,709,963
1693,709,959
1694,709,955
1695,709,951
1696,709,947
1697,709,943
1698,709,939
1699,709,935
1700,709,931
1701,709,927
1702,709,923
1703,709,919
1704,709,915
1705,709,911
1706,709,907
1707,709,903
1708,709,899
1709,709,895
1710,709,891
1711,709,887
1712,709,883
1713,709,879
1714,709,875
1715,709,871
1716,709,867
1717,709,863
1718,709,859
1719,709,855
1720,709,851
1721,709,847
1722,709,843
1723,709,839
1724,709,835
1725,709,831
1726,709,827
1727,709,823
1728,709,819
1729,709,815
1730,709,811
1731,709,807
1732,709,803
1733,709,799
1734,709,795
1735,709,791
1736,709,787
1737,709,783
1738,709,779
1739,709,775
1740,709,771
1741,709,767
1742,709,763
1743,709,759
1744,709,755
1745,709,751
1746,709,747
1747,709,743
1748,709,739
1749,709,735
1750,709,731
1751,709,727
1752,709,723
1753,709,719
1754,709,715
1755,709,711
1756,709,707
1757,709,703
1758,709,699
1759,709,695
1760,709,691
1761,709,687
1762,709,683
1763,709,679
1764,709,675
1765,709,671
1766,709,667
1767,709,663
1768,709,659
1769,709,655
1770,709,651
1771,709,647
1772,709,643
1773,709,639
1774,709,635
1775,709,631
1776,709,627
1777,709,623
1778,709,619
1779,709,615
1780,709,611
1781,709,607
1782,709,603
1783,709,599
1784,709,595
1785,709,591
1786,709,587
1787,709,583
1788,709,579
1789,709,575
1790,709,571
1791,709,567
1792,709,563
1793,709,559
1794,709,555
1795,709,551
1796,709,547
1797,709,543
1798,709,539
1799,709,535
1800,709,531
1801,709,527
1802,709,523
1803,709,519
1804,709,515
1805,709,511
1806,709,507
1807,709,503
1808,709,499
1809,709,495
1810,709,491
1811,709,487
1812,709,483
1813,709,479
1814,709,475
1815,709,471
1816,709,467
1817,709,463
1818,709,459
1819,709,455
1820,709,451
1821,709,447
1822,709,443
1823,709,439
1824,709,435
1825,709,431
1826,709,427
1827,709,423
1828,709,419
1829,709,415
1830,709,411
1831,709,407
1832,709,403
1833,709,399
1834,709,395
1835,709,391
1836,709,387
1837,709,383
1838,709,379
1839,709,375
1840,709,371
1841,709,367
1842,709,363
1843,709,359
1844,709,355
1845,709,351
1846,709,347
1847,709,343
1848,709,339
1849,709,335
1850,709,331
1851,709,327
1852,709,323
1853,709,319
1854,709,315
1855,709,311
1856,709,307
1857,709,303
1858,709,299
1859,709,295
1860,709,291
1861,709,287
1862,709,283
1863,709,279
1864,709,275
1865,709,271
1866,709,267
1867,709,263
1868,709,259
1869,709,255
1870,709,251
1871,709,247
1872,709,243
1873,709,239
1874,709,235
1875,709,231
1876,709,227
1877,709,223
1878,709,219
1879,709,215
1880,709,211
1881,709,207
1882,709,203
1883,709,199
1884,709,195
1885,709,191
1886,709,187
1887,709,183
1888,709,179
1889,709,175
1890,709,171
1891,709,167
1892,709,163
1893,709,159
1894,709,155
1895,709,151
1896,709,147
1897,709,143
1898,709,139
1899,709,135
1900,709,131
1901,709,127
1902,709,123
1903,709,119
1904,709,115
1905,709,111
1906,709,107
1907,709,103
1908,709,99
1909,709,95
1910,709,91
1911,709,87
1912,709,83
1913,709,79
1914,709,75
1915,709,71
1916,709,67
1917,709,63
1918,709,59
1919,709,55
1920,709,51
1921,709,47
1922,709,43
1923,709,39
1924,709,35
1925,709,31
1926,709,27
1927,709,23
1928,709,19
1929,709,15
1930,709,11
1931,709,10
1932,709,14
1933,709,18
1934,709,22
1935,709,26
1936,709,30
1937,709,34
1938,709,38
1939,709,42
1940,709,46
1941,709,50
1942,709,54
1943,709,58
1944,709,62
1945,709,66
1946,709,70
1947,709,74
1948,709,78
1949,709,82
1950,709,86
1951,709,90
1952,709,94
1953,709,98
1954,709,102
1955,709,106
1956,709,110
1957,709,114
1958,709,118
1959,709,122
1960,709,126
1961,709,130
1962,709,134
1963,709,138
1964,709,142
1965,709,146
1966,709,150
1967,709,154
1968,709,158
1969,709,162
1970,709,166
1971,709,170
1972,709,174
1973,709,178
1974,709,182
1975,709,186
1976,709,190
